Protein Id,Gene Symbol,Description,Group ID,Set4 Peptides,CAMA1,HCC1143,HCC1428,hME1,MCF10A (repeat 2),SUM1315,SUM149,SUM159,T47D,Bridge4
sp|P55011|S12A2_HUMAN,SLC12A2,S12A2_HUMAN Solute carrier family 12 member 2,0,32,244.16583938428136,259.40177921896395,109.85431859623702,172.53479858463635,405.0180405122662,196.8827540116956,266.6419051400018,116.41804539145554,87.72240944392796,224.4796875
sp|Q76L83|ASXL2_HUMAN,ASXL2,ASXL2_HUMAN Putative Polycomb group protein ASXL2,1,13,227.66400040672207,276.81000377624724,278.1277798726769,212.00662235490935,211.92924078950125,182.20711652815365,300.6471315331642,218.58539894144977,226.40079995309188,198.06153846153848
sp|O60341|KDM1A_HUMAN,KDM1A,KDM1A_HUMAN Lysine-specific histone demethylase 1A,2,51,290.38432973330674,196.7561484293159,264.1926760924825,138.15057365457056,150.04716320398958,133.35113823313145,217.26574711941416,196.3501217336714,221.85227597757128,176.51098039215685
sp|O60248|SOX15_HUMAN,SOX15,SOX15_HUMAN Protein SOX-15,3,3,3.3860723974390807,74.55589852436646,10.813986370092797,26.70032206774341,245.66636114455167,7.087928472231652,113.71355920341466,16.21014980511389,17.151988972324812,506.46000000000004
sp|P37108|SRP14_HUMAN,SRP14,SRP14_HUMAN Signal recognition particle 14 kDa protein,4,21,244.93899771906052,212.00221495873063,204.1448416832296,200.94066982162673,148.93114489378672,184.49192233209513,241.6896943173959,275.091434691862,218.90681242193344,133.68523809523808
sp|Q96JP5|ZFP91_HUMAN,ZFP91,ZFP91_HUMAN E3 ubiquitin-protein ligase ZFP91,5,12,117.92794968644716,140.81822145641814,133.24875964594682,174.64474568586598,109.91171934860817,108.69650857925632,222.85911533831677,178.12968390670358,159.78578688913663,163.1925
sp|Q8N697|S15A4_HUMAN,SLC15A4,S15A4_HUMAN Solute carrier family 15 member 4,6,8,46.57204376868939,139.11757548444672,243.96941631971683,568.3950116131034,443.513590083451,166.46163058264514,194.47719652688818,209.43105739464514,264.70161232535503,218.405
sp|Q9NQS7|INCE_HUMAN,INCENP,INCE_HUMAN Inner centromere protein,7,30,115.33286406867069,218.77488581615145,101.77302424623245,298.08406380036104,283.1093327587764,125.84570313207577,256.0252095303321,130.7688063805153,151.68800511878123,199.80900000000003
sp|Q9Y4H2|IRS2_HUMAN,IRS2,IRS2_HUMAN Insulin receptor substrate 2,8,14,32.400302834729814,218.6447115227715,52.17182085518954,166.4232181997919,90.66292856112683,172.40583677824546,184.33813899374923,181.82138736167644,31.155668989035412,102.4542857142857
sp|P36578|RL4_HUMAN,RPL4,RL4_HUMAN 60S ribosomal protein L4,9,100,217.96812390995592,241.39965901913956,174.85352769671024,226.12959117850946,258.6109364111931,372.76038664975965,237.9491196400031,369.74671127736707,228.39546804025446,169.56400000000002
sp|P30988|CALCR_HUMAN,CALCR,CALCR_HUMAN Calcitonin receptor,10,1,509.62798168818523,513.6156017698349,459.22245855817897,548.9347069566999,672.7573347949638,412.95907982713595,918.0611363820789,550.1904019248371,435.13525066514165,155.256
sp|Q6SPF0|SAMD1_HUMAN,SAMD1,SAMD1_HUMAN Atherin,11,17,232.3407196088595,142.0053699844164,87.56494335884321,97.26940454632937,127.26822155911036,178.44803308456173,288.43839122788984,165.85834772725934,77.59579710920929,160.14000000000001
sp|O60779|S19A2_HUMAN,SLC19A2,S19A2_HUMAN Thiamine transporter 1,12,2,155.05582205735928,62.62270380317362,265.2500255898094,97.71475418944115,224.3505907141279,238.89445469320424,107.39887000723837,160.08368700421263,99.28102080243174,117.1145
sp|O76031|CLPX_HUMAN,CLPX,"CLPX_HUMAN ATP-dependent Clp protease ATP-binding subunit clpX-like, mitochondrial",13,34,169.27292218991025,201.99753090751045,180.02711823705766,237.59148621219947,343.27491468961944,162.65431716289913,300.56483022324437,215.13811705537216,150.628237675227,202.06058823529412
sp|O15265-2|ATX7_HUMAN,ATXN7,ATX7_HUMAN Isoform b of Ataxin-7,14,4,100.98554476244996,178.93084197445063,195.65061099198087,294.9012629650223,417.8823389296564,162.20340226970086,289.40782218704294,268.144687673629,159.56424004695387,305.9925
sp|Q8WUQ7-2|CATIN_HUMAN,CACTIN,CATIN_HUMAN Isoform 2 of Cactin,15,20,185.05427584160657,253.67482431474278,162.8394228999011,226.1808605218622,227.6027365605393,194.4783553617603,225.76385506092686,220.8239752743832,125.26197077506686,169.704
sp|A6NIH7|U119B_HUMAN,UNC119B,U119B_HUMAN Protein unc-119 homolog B,16,8,104.06477316595989,104.00272163255289,171.83683249613821,140.08194510913705,91.66922763204484,130.04269820670515,136.87783301408876,236.67920336965588,369.8807890247446,134.15375
sp|Q13432|U119A_HUMAN,UNC119,U119A_HUMAN Protein unc-119 homolog A,16,4,591.2504912294766,325.54283412424394,388.53026531838395,212.5701315952907,131.65829997999722,352.94997612065254,187.54159606604742,340.0066465125119,741.4461966809876,430.255
sp|Q9BTD8|RBM42_HUMAN,RBM42,RBM42_HUMAN RNA-binding protein 42,17,11,155.3055305272572,174.56091239998392,147.75755066907732,186.64184971123294,186.6263389769452,158.00729882427956,182.55994848204807,164.59659369824044,95.60363428472488,141.67909090909092
sp|Q9P258|RCC2_HUMAN,RCC2,RCC2_HUMAN Protein RCC2,18,53,335.61165389163676,240.83860889241467,244.25614331287272,85.0486822610661,62.903073176232006,277.2605820410026,223.380124017409,229.6513160417521,157.57243122443435,200.62830188679243
sp|Q9H3U1|UN45A_HUMAN,UNC45A,UN45A_HUMAN Protein unc-45 homolog A,19,57,207.53642289111482,216.68658550841897,115.75242704156871,117.54081614024761,99.52626167147436,288.77980251353404,189.7572233482946,140.23393785560702,243.36145075411486,185.07894736842104
sp|Q9P2E5|CHPF2_HUMAN,CHPF2,CHPF2_HUMAN Chondroitin sulfate glucuronyltransferase,20,18,81.15768563334403,123.05270397452983,96.85151720183035,232.69161140016507,199.71362864225554,358.4450628317665,96.94696467990134,137.35942597678925,78.39600762954585,147.39333333333332
sp|Q9P2K1|C2D2A_HUMAN,CC2D2A,C2D2A_HUMAN Coiled-coil and C2 domain-containing protein 2A,21,2,108.75323899961016,121.52634608249078,107.57881454823118,148.165838822282,139.47422471141707,142.20266505180555,158.60522729326615,149.80336083467026,86.39878940617353,118.1075
sp|Q99523|SORT_HUMAN,SORT1,SORT_HUMAN Sortilin,22,29,649.0208570383178,66.04694496603578,188.73329528484248,40.179607594711605,49.86747478291018,30.217867285777025,52.14419216411861,122.886618340986,268.265284764788,176.09724137931033
sp|Q9Y2U8|MAN1_HUMAN,LEMD3,MAN1_HUMAN Inner nuclear membrane protein Man1,23,54,179.08218719855034,165.5994942269927,251.91351746747088,238.7917138268581,290.8339273870614,68.85847986279639,224.90497348438967,140.93024927907317,158.0750865752315,133.8835185185185
sp|Q96CC6|RHDF1_HUMAN,RHBDF1,RHDF1_HUMAN Inactive rhomboid protein 1,24,10,187.90293218426538,92.69538567338857,270.0977089242267,191.35769712980687,85.25753435138155,60.54403303513887,212.63359382538565,115.32841150161569,257.88948239095356,183.366
sp|P30044|PRDX5_HUMAN,PRDX5,"PRDX5_HUMAN Peroxiredoxin-5, mitochondrial",25,30,200.06830551021574,166.81394767546553,554.6982154324241,319.0853540201371,264.0992770151529,314.1835928900066,444.4461197929308,208.02704734050974,318.4242746689239,204.67833333333334
sp|Q15596|NCOA2_HUMAN,NCOA2,NCOA2_HUMAN Nuclear receptor coactivator 2,26,15,306.58105647565793,126.09700202139166,406.7926057336527,89.93463133566124,34.56111273625336,92.67796412380643,75.21550310742231,107.47267887609563,161.45929085314992,105.29333333333334
sp|Q9Y6Q9|NCOA3_HUMAN,NCOA3,NCOA3_HUMAN Nuclear receptor coactivator 3,26,15,207.17664895747748,201.25547023482167,68.21045766090425,172.07495529921493,101.71672431241828,132.61581961069854,113.58929041232643,207.61159483803846,158.8720616875322,219.10133333333334
sp|Q53GG5-2|PDLI3_HUMAN,PDLIM3,PDLI3_HUMAN Isoform 2 of PDZ and LIM domain protein 3,27,3,422.3023052561866,89.86846399883483,72.95858665792247,26.06027558532767,40.44104078825516,52.617465440982066,100.44933690338561,603.6482395575656,74.46561790068854,141.14433333333335
sp|Q9UPT8|ZC3H4_HUMAN,ZC3H4,ZC3H4_HUMAN Zinc finger CCCH domain-containing protein 4,28,35,181.75056852979407,189.34437207382152,187.56548307823522,261.44552620210385,144.49985265509838,145.31688833723445,248.16561645959015,181.09219693874556,141.00489007491646,204.07085714285714
sp|Q68DK7|MSL1_HUMAN,MSL1,MSL1_HUMAN Male-specific lethal 1 homolog,29,15,156.2718241483187,120.6689644731102,103.53916126012474,140.06032653602327,154.4857288209065,125.92310618656903,185.90264994179933,167.8421032428676,170.57729956429455,158.60933333333332
sp|Q96L91|EP400_HUMAN,EP400,EP400_HUMAN E1A-binding protein p400,30,61,111.46593519236453,127.1516455976757,113.54375709938533,116.9798319102058,191.3545452758549,134.56676594580173,236.17766373869213,132.623758236475,108.00911327183431,124.80262295081967
sp|Q6ZTU2-6|E400N_HUMAN,EP400NL,E400N_HUMAN Isoform 5 of EP400 N-terminal-like protein,30,4,32.13130807074917,20.5896273983858,47.28789614503494,74.82965739707382,127.27001002125901,70.45003353655365,44.31982395927272,72.71391957116543,141.45720253465868,62.203500000000005
sp|P52701|MSH6_HUMAN,MSH6,MSH6_HUMAN DNA mismatch repair protein Msh6,31,65,204.52457811844545,272.44168379969676,336.2900410167264,174.81741820508094,73.52251558586339,231.38537965429805,206.44382578485332,117.62750093329073,188.88554318401805,163.27384615384614
sp|P20585|MSH3_HUMAN,MSH3,MSH3_HUMAN DNA mismatch repair protein Msh3,31,27,227.22271197699996,278.55032897693263,145.82713452520778,230.80395013249955,118.24946829465158,141.5784728399115,205.83234865840717,125.8943760115142,232.64750113165505,147.53407407407408
sp|A1X283|SPD2B_HUMAN,SH3PXD2B,SPD2B_HUMAN SH3 and PX domain-containing protein 2B,32,30,323.0604773848304,588.4313979307533,190.86438299728908,88.53907980959936,119.07288138110228,316.81246923393746,79.39183448480298,435.6483068290914,39.87312309499491,186.28733333333332
sp|Q5TCZ1|SPD2A_HUMAN,SH3PXD2A,SPD2A_HUMAN SH3 and PX domain-containing protein 2A,32,12,58.96330579117904,147.50067721944689,70.91979333894045,463.579111573684,131.04684464317535,190.21712282067358,81.43188495911653,163.41898499040693,35.36230994695094,192.36166666666668
sp|Q9NRL3|STRN4_HUMAN,STRN4,STRN4_HUMAN Striatin-4,33,18,334.48699423625567,196.95342195223114,314.28691419978355,208.269174864397,174.53058248843334,197.47792989589368,146.89967255536854,270.5206820038472,221.28971181557702,227.255
sp|O43815|STRN_HUMAN,STRN,STRN_HUMAN Striatin,33,31,202.66384975237762,226.7181749243059,230.02133586709036,169.46701059801077,200.18298327832372,180.53210695671876,137.06638848839137,172.0102811002717,192.48945178461463,201.70451612903227
sp|Q13033-2|STRN3_HUMAN,STRN3,STRN3_HUMAN Isoform Alpha of Striatin-3,33,18,227.3310612386581,151.65839638268372,144.14783377751053,134.46011919566527,124.9877057113168,179.92027812857177,97.82042312794034,150.54727088771835,172.2944880423037,128.29666666666668
tr|H0YJT2|H0YJT2_HUMAN,STRN3,H0YJT2_HUMAN Striatin-3 (Fragment),33,3,458.273888431115,182.7964247367275,127.24502020386171,126.76379323529855,120.91133679917095,103.32388834477209,152.2098845363,119.32404540741088,221.37697024986244,143.46533333333332
sp|Q9BQE4|SELS_HUMAN,VIMP,SELS_HUMAN Selenoprotein S,34,8,146.81343539459488,307.4170784090558,179.3108619527898,225.38516031302754,305.4120728241809,145.5482265270091,294.5975153636182,169.37430551933707,143.36925712320124,157.25375
sp|Q8WWH5|TRUB1_HUMAN,TRUB1,TRUB1_HUMAN Probable tRNA pseudouridine synthase 1,35,14,165.28213918992478,138.96481610148209,219.30824275729626,141.85348402677224,149.86510463021096,143.8704660919191,117.7410944039611,182.74425003296068,158.6996776975833,155.30928571428572
sp|O95602|RPA1_HUMAN,POLR1A,RPA1_HUMAN DNA-directed RNA polymerase I subunit RPA1,36,104,110.18611688408572,120.63163774414004,105.56894588634582,186.29208881677297,329.65104481251757,138.46908916038697,183.49949868118304,280.602954581212,104.32059734799934,144.65384615384616
sp|O14802|RPC1_HUMAN,POLR3A,RPC1_HUMAN DNA-directed RNA polymerase III subunit RPC1,36,56,233.0003613520631,142.42153734182665,204.9377031223922,188.70231135372975,225.4609791785696,284.65882132023427,167.07934016777,239.92154524865632,178.49527966682723,177.74160714285716
sp|O60518|RNBP6_HUMAN,RANBP6,RNBP6_HUMAN Ran-binding protein 6,37,25,221.3933358520009,87.06718134888558,97.30311732092065,371.4771541966907,115.84018689085494,257.01546403430984,122.97916488189789,253.84756570762045,302.9351394866939,174.1072
sp|O00410-3|IPO5_HUMAN,IPO5,IPO5_HUMAN Isoform 3 of Importin-5,37,78,230.73031739241083,130.72489587537038,90.11623453061439,138.65728179824063,90.69102492105608,251.02297229935658,127.11256800879809,291.35029052223894,153.16037315983368,172.7051282051282
sp|O95625|ZBT11_HUMAN,ZBTB11,ZBT11_HUMAN Zinc finger and BTB domain-containing protein 11,38,21,126.8814191989829,144.90383034102166,109.24426135398626,177.83577403011424,175.04391744282916,144.40693540306776,154.043850574935,187.1881965199089,121.84187620626456,187.5652380952381
sp|Q96D53|ADCK4_HUMAN,ADCK4,ADCK4_HUMAN Uncharacterized aarF domain-containing protein kinase 4,39,19,134.7472578375646,100.00548712160928,185.04709324953947,129.0282072226217,387.2861773082247,79.75918784632793,217.99854043047185,190.28883097255385,133.73485729364805,172.89947368421053
sp|Q96GQ5|CP058_HUMAN,C16orf58,CP058_HUMAN UPF0420 protein C16orf58,40,16,133.19111761014358,135.0060369628824,267.4878861716356,136.38798892057133,162.45994029661418,200.38245889850128,191.36831329579823,149.87940032058896,146.92636544480663,133.573125
sp|Q8N8D1|PDCD7_HUMAN,PDCD7,PDCD7_HUMAN Programmed cell death protein 7,41,7,137.37220304687042,142.97872390301146,111.11201147099044,151.46135897107774,175.7373387320427,129.17888163329724,152.31209846036663,131.09290786425143,92.10921643643077,133.32814285714286
sp|P59768|GBG2_HUMAN,GNG2,GBG2_HUMAN Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-2,42,1,27.197367041955562,73.96286893748133,25.517946661779842,115.54059217975907,45.95622924213064,33.998072322977166,146.63440426315697,290.5223254249275,24.413980925918526,47.9545
sp|O95159|ZFPL1_HUMAN,ZFPL1,ZFPL1_HUMAN Zinc finger protein-like 1,43,21,136.70644847311704,192.81678888668384,328.9685167691091,142.28219339309337,137.5488757317953,124.22609597031432,157.53900304374403,110.46142941711578,295.04820935716526,178.8504761904762
sp|Q6P2E9|EDC4_HUMAN,EDC4,EDC4_HUMAN Enhancer of mRNA-decapping protein 4,45,58,234.26626632119718,158.28593326389807,226.48797398090147,125.15553875763045,86.11740617902656,270.10082881945357,214.43438718866585,173.9272023427579,209.11305873169138,124.47224137931035
sp|Q9UNF1|MAGD2_HUMAN,MAGED2,MAGD2_HUMAN Melanoma-associated antigen D2,46,40,145.63147132640165,72.9133875500448,247.83190926864134,96.4068732405125,43.01612297586529,658.1353755661664,68.78692969880021,147.38177525169655,424.2800360151442,200.87375
sp|Q9Y5V3-2|MAGD1_HUMAN,MAGED1,MAGD1_HUMAN Isoform 2 of Melanoma-associated antigen D1,46,18,159.30909741320198,93.14343142802541,98.53394685271816,158.5407601090817,111.18388071381915,281.8225185911974,73.96704598618292,124.94775297564472,224.96252880241826,179.02444444444444
sp|Q12816|TROP_HUMAN,TRO,TROP_HUMAN Trophinin,46,4,162.05477549533802,82.43542666735672,263.28560814019875,109.69614338426224,49.51481395827529,729.1791859591068,93.29219876483879,170.3332258077286,502.5413958072471,156.09475
sp|Q9NZQ3|SPN90_HUMAN,NCKIPSD,SPN90_HUMAN NCK-interacting protein with SH3 domain,47,14,156.39688909121676,131.37457251693257,124.00087871997341,156.82266744739397,125.61059953607187,179.11006220265187,166.31866978220893,248.2182095761178,201.0174114743476,225.44071428571428
sp|Q96QE3|ATAD5_HUMAN,ATAD5,ATAD5_HUMAN ATPase family AAA domain-containing protein 5,48,14,106.30974145935473,146.25893571610266,77.61049793783472,168.2586606918204,317.79954885505964,75.5036501844179,189.31383567472778,227.18042889457456,136.80496768465977,119.57642857142856
sp|Q9NQP4|PFD4_HUMAN,PFDN4,PFD4_HUMAN Prefoldin subunit 4,49,6,180.25767447125682,136.21792806773504,237.04865056841132,72.71291710784992,56.99122895847637,149.09454112984807,133.575104315006,167.8376797707374,161.0460574694904,140.95466666666667
sp|O95551-2|TYDP2_HUMAN,TDP2,TYDP2_HUMAN Isoform 2 of Tyrosyl-DNA phosphodiesterase 2,50,8,217.292214081955,219.3780692985537,103.15017877626875,84.0251986474648,73.9968526754464,832.8436123997886,126.64655671382658,228.45552633234317,140.7689226033848,230.945
sp|O15357|SHIP2_HUMAN,INPPL1,"SHIP2_HUMAN Phosphatidylinositol 3,4,5-trisphosphate 5-phosphatase 2",51,25,27.2357840103533,79.6532592956694,133.86384311621364,114.42086972093499,67.31136466574212,186.46586684272992,108.55207746548486,238.53414217274698,259.8777802806321,231.5648
sp|Q6UW63|KDEL1_HUMAN,KDELC1,KDEL1_HUMAN KDEL motif-containing protein 1,51,21,87.79014191920766,199.15113614191537,66.34005717884453,241.50253288502057,231.90192315361594,386.9137850954372,89.0225421682057,227.46504772992543,137.2227749080306,107.7995238095238
