Protein Id,Gene Symbol,Description,Group ID,Set3 Peptides,BT549,HCC38,HCC70,HCC1395,HCC1419,HCC1500,HCC1937,HCC1954,PDXHCI002,Bridge3
sp|P55011|S12A2_HUMAN,SLC12A2,S12A2_HUMAN Solute carrier family 12 member 2,0,42,62.7692708813236,59.15798199701529,79.18842254084876,41.88667921652847,476.69852698442213,74.14306848993212,42.70778653840636,108.4750145252682,39.66424486875892,66.24047619047619
sp|Q76L83|ASXL2_HUMAN,ASXL2,ASXL2_HUMAN Putative Polycomb group protein ASXL2,1,6,52.833567970241305,51.57910938360095,59.162705019452915,60.98993653678014,93.7525993456877,67.97270357419569,79.03524317463065,83.64729717354497,43.90289871511159,75.87016666666666
sp|O60341|KDM1A_HUMAN,KDM1A,KDM1A_HUMAN Lysine-specific histone demethylase 1A,2,39,69.38907574092393,102.36241193384068,106.79917035019847,104.58325491491084,107.18770697799746,84.42644532996079,89.68804758774044,123.49865873610868,114.48080407619496,89.64153846153846
sp|O60248|SOX15_HUMAN,SOX15,SOX15_HUMAN Protein SOX-15,3,1,129.27211855766228,8.198511855249546,306.1109098018341,11.573299390392513,6.897159255131263,9.844325909007054,33.97896048099772,0.0,13.536531827496816,1002.72
sp|P37108|SRP14_HUMAN,SRP14,SRP14_HUMAN Signal recognition particle 14 kDa protein,4,14,79.36828659141261,61.55644705104071,95.3854228101011,111.86203176993766,85.96967126696357,135.6443835237128,103.9182072895758,120.37709089695979,192.00076660793854,91.44500000000001
sp|Q96JP5|ZFP91_HUMAN,ZFP91,ZFP91_HUMAN E3 ubiquitin-protein ligase ZFP91,5,12,45.82060166184614,55.2408225412359,57.35721095302744,97.1718384043803,31.361097888551935,80.58598802270912,81.0385320178951,72.9654790255975,82.8744289106346,77.745
sp|Q8N697|S15A4_HUMAN,SLC15A4,S15A4_HUMAN Solute carrier family 15 member 4,6,1,105.05193898026296,90.13718437184741,53.10719412647783,81.40708572652528,91.1543447085846,83.57883087578719,78.82758615265946,50.57052305086604,179.65818673417743,139.101
sp|Q9NQS7|INCE_HUMAN,INCENP,INCE_HUMAN Inner centromere protein,7,20,166.04458125642714,158.13281486604347,118.84446268350871,197.3553535904652,90.03747908338147,87.93826409277146,82.27937708166118,187.47497789063902,91.46224468553187,150.83350000000002
sp|Q9Y4H2|IRS2_HUMAN,IRS2,IRS2_HUMAN Insulin receptor substrate 2,8,1,44.871002149050305,49.56479199788183,31.10710904971238,56.24583185560667,34.10142110129829,35.93656368969649,63.28844223692326,53.59962217762071,98.50992479529788,70.0972
sp|P36578|RL4_HUMAN,RPL4,RL4_HUMAN 60S ribosomal protein L4,9,67,126.51068491580658,126.59763765346497,115.60054360636127,139.22505495446356,121.99476803986886,106.14157636398134,115.86362501334996,143.17200215836255,160.0068750298864,111.78567164179105
